priority,keyword,category,functional_group
20,quinoa,Whole Grain,WHOLE_GRAIN
20,barley,Whole Grain,WHOLE_GRAIN
20,farro,Whole Grain,WHOLE_GRAIN
20,millet,Whole Grain,WHOLE_GRAIN
20,teff,Whole Grain,WHOLE_GRAIN
20,sorghum,Whole Grain,WHOLE_GRAIN
20,bulgur,Whole Grain,WHOLE_GRAIN
20,freekeh,Whole Grain,WHOLE_GRAIN
20,spelt,Whole Grain,WHOLE_GRAIN
20,wheat_berry,Whole Grain,WHOLE_GRAIN
20,wild_rice,Whole Grain,WHOLE_GRAIN
20,polenta,Whole Grain,WHOLE_GRAIN
20,grits,Whole Grain,WHOLE_GRAIN
21,flour,Starch/Flour,STARCH_FLOUR
21,starch,Starch/Flour,STARCH_FLOUR
21,cornstarch,Starch/Flour,STARCH_FLOUR
21,arrowroot,Starch/Flour,STARCH_FLOUR
21,tapioca,Starch/Flour,STARCH_FLOUR
21,semolina,Starch/Flour,STARCH_FLOUR
21,breadcrumbs,Starch/Flour,STARCH_FLOUR
21,cornmeal,Starch/Flour,STARCH_FLOUR
21,bran,Starch/Flour,STARCH_FLOUR
22,bread,Bread,BREAD
22,baguette,Bread,BREAD
22,tortilla,Bread,BREAD
22,pita,Bread,BREAD
22,naan,Bread,BREAD
22,roll,Bread,BREAD
22,bun,Bread,BREAD
22,sourdough,Bread,BREAD
22,ciabatta,Bread,BREAD
22,rye_bread,Bread,BREAD
22,flatbread,Bread,BREAD
23,almond,Tree Nut,TREE_NUT
23,walnut,Tree Nut,TREE_NUT
23,pecan,Tree Nut,TREE_NUT
23,cashew,Tree Nut,TREE_NUT
23,pistachio,Tree Nut,TREE_NUT
23,hazelnut,Tree Nut,TREE_NUT
23,pine_nut,Tree Nut,TREE_NUT
23,macadamia,Tree Nut,TREE_NUT
23,brazil_nut,Tree Nut,TREE_NUT
23,chestnut,Tree Nut,TREE_NUT
24,sesame,Seed,SEED
24,sunflower_seed,Seed,SEED
24,pumpkin_seed,Seed,SEED
24,flaxseed,Seed,SEED
24,chia,Seed,SEED
24,hemp_seed,Seed,SEED
24,poppy_seed,Seed,SEED
25,peanut,Tree Nut,TREE_NUT
26,mushroom,Mushroom,MUSHROOM
26,truffle,Mushroom,MUSHROOM
26,shiitake,Mushroom,MUSHROOM
26,portobello,Mushroom,MUSHROOM
26,oyster_mushroom,Mushroom,MUSHROOM
26,chanterelle,Mushroom,MUSHROOM
26,morel,Mushroom,MUSHROOM
26,porcini,Mushroom,MUSHROOM
26,enoki,Mushroom,MUSHROOM
27,beef,Meat,MEAT
27,pork,Meat,MEAT
27,chicken,Meat,MEAT
27,turkey,Meat,MEAT
27,lamb,Meat,MEAT
27,veal,Meat,MEAT
27,duck,Meat,MEAT
27,venison,Meat,MEAT
27,bison,Meat,MEAT
27,goat,Meat,MEAT
27,mutton,Meat,MEAT
27,steak,Meat,MEAT
27,bacon,Meat,MEAT
27,ham,Meat,MEAT
27,prosciutto,Meat,MEAT
27,sausage,Meat,MEAT
27,salami,Meat,MEAT
27,pepperoni,Meat,MEAT
27,rabbit,Meat,MEAT
27,quail,Meat,MEAT
27,pheasant,Meat,MEAT
28,fish,Seafood,SEAFOOD
28,salmon,Seafood,SEAFOOD
28,tuna,Seafood,SEAFOOD
28,cod,Seafood,SEAFOOD
28,halibut,Seafood,SEAFOOD
28,bass,Seafood,SEAFOOD
28,trout,Seafood,SEAFOOD
28,sardine,Seafood,SEAFOOD
28,anchovy,Seafood,SEAFOOD
28,herring,Seafood,SEAFOOD
28,shrimp,Seafood,SEAFOOD
28,prawn,Seafood,SEAFOOD
28,crab,Seafood,SEAFOOD
28,lobster,Seafood,SEAFOOD
28,scallop,Seafood,SEAFOOD
28,squid,Seafood,SEAFOOD
28,octopus,Seafood,SEAFOOD
28,mussel,Seafood,SEAFOOD
28,oyster,Seafood,SEAFOOD
28,clam,Seafood,SEAFOOD
28,caviar,Seafood,SEAFOOD
28,catfish,Seafood,SEAFOOD
28,tilapia,Seafood,SEAFOOD
28,mahi,Seafood,SEAFOOD
29,egg,Egg,EGG
29,yolk,Egg,EGG
30,tofu,Plant Protein,PLANT_PROTEIN
30,tempeh,Plant Protein,PLANT_PROTEIN
30,seitan,Plant Protein,PLANT_PROTEIN
30,jackfruit,Plant Protein,PLANT_PROTEIN
31,lemon,Citrus,CITRUS
31,lime,Citrus,CITRUS
31,yuzu,Citrus,CITRUS
31,calamansi,Citrus,CITRUS
31,kumquat,Citrus,CITRUS
31,citrus,Citrus,CITRUS
32,apple,Fruit,FRUIT
32,pear,Fruit,FRUIT
32,peach,Fruit,FRUIT
32,plum,Fruit,FRUIT
32,cherry,Fruit,FRUIT
32,apricot,Fruit,FRUIT
32,grape,Fruit,FRUIT
32,melon,Fruit,FRUIT
32,watermelon,Fruit,FRUIT
32,strawberry,Fruit,FRUIT
32,blueberry,Fruit,FRUIT
32,raspberry,Fruit,FRUIT
32,blackberry,Fruit,FRUIT
32,mango,Fruit,FRUIT
32,papaya,Fruit,FRUIT
32,pineapple,Fruit,FRUIT
32,kiwi,Fruit,FRUIT
32,fig,Fruit,FRUIT
32,date,Fruit,FRUIT
32,pomegranate,Fruit,FRUIT
32,passion_fruit,Fruit,FRUIT
32,guava,Fruit,FRUIT
32,lychee,Fruit,FRUIT
32,persimmon,Fruit,FRUIT
32,quince,Fruit,FRUIT
32,elderberry,Fruit,FRUIT
32,gooseberry,Fruit,FRUIT
32,cranberry,Fruit,FRUIT
32,banana,Fruit,FRUIT
32,orange,Fruit,FRUIT
32,grapefruit,Fruit,FRUIT
32,tangerine,Fruit,FRUIT
32,mandarin,Fruit,FRUIT
32,clementine,Fruit,FRUIT
32,nectarine,Fruit,FRUIT
32,raisin,Fruit,FRUIT
32,prune,Fruit,FRUIT
32,currant,Fruit,FRUIT
33,chocolate,Chocolate,CHOCOLATE
33,cocoa,Chocolate,CHOCOLATE
33,cacao,Chocolate,CHOCOLATE
34,coffee,Coffee/Tea,COFFEE_TEA
34,espresso,Coffee/Tea,COFFEE_TEA
34,tea,Coffee/Tea,COFFEE_TEA
34,matcha,Coffee/Tea,COFFEE_TEA
34,chai,Coffee/Tea,COFFEE_TEA
35,wine,Alcohol,ALCOHOL
35,beer,Alcohol,ALCOHOL
35,whiskey,Alcohol,ALCOHOL
35,rum,Alcohol,ALCOHOL
35,brandy,Alcohol,ALCOHOL
35,vodka,Alcohol,ALCOHOL
35,gin,Alcohol,ALCOHOL
35,sake,Alcohol,ALCOHOL
35,mirin,Alcohol,ALCOHOL
35,sherry,Alcohol,ALCOHOL
35,port,Alcohol,ALCOHOL
35,vermouth,Alcohol,ALCOHOL
35,bourbon,Alcohol,ALCOHOL
35,cognac,Alcohol,ALCOHOL
36,ketchup,Condiment,CONDIMENT
36,mustard,Condiment,CONDIMENT
36,mayonnaise,Condiment,CONDIMENT
36,soy_sauce,Condiment,CONDIMENT
36,fish_sauce,Condiment,CONDIMENT
36,worcestershire,Condiment,CONDIMENT
36,tabasco,Condiment,CONDIMENT
36,sriracha,Condiment,CONDIMENT
36,hoisin,Condiment,CONDIMENT
36,teriyaki,Condiment,CONDIMENT
36,miso,Condiment,CONDIMENT
36,tahini,Condiment,CONDIMENT
36,pesto,Condiment,CONDIMENT
36,salsa,Condiment,CONDIMENT
36,chutney,Condiment,CONDIMENT
36,hummus,Condiment,CONDIMENT
36,relish,Condiment,CONDIMENT
37,whisky,Alcohol,ALCOHOL
37,whiskey,Alcohol,ALCOHOL
37,bourbon,Alcohol,ALCOHOL
37,scotch,Alcohol,ALCOHOL
37,tequila,Alcohol,ALCOHOL
37,mezcal,Alcohol,ALCOHOL
37,vodka,Alcohol,ALCOHOL
37,gin,Alcohol,ALCOHOL
37,rum,Alcohol,ALCOHOL
37,brandy,Alcohol,ALCOHOL
37,cognac,Alcohol,ALCOHOL
37,calvados,Alcohol,ALCOHOL
37,armagnac,Alcohol,ALCOHOL
37,grappa,Alcohol,ALCOHOL
37,absinthe,Alcohol,ALCOHOL
37,ouzo,Alcohol,ALCOHOL
37,pastis,Alcohol,ALCOHOL
37,pernod,Alcohol,ALCOHOL
37,aquavit,Alcohol,ALCOHOL
37,schnapps,Alcohol,ALCOHOL
37,pisco,Alcohol,ALCOHOL
37,amaretto,Alcohol,ALCOHOL
37,kahlua,Alcohol,ALCOHOL
37,baileys,Alcohol,ALCOHOL
37,frangelico,Alcohol,ALCOHOL
37,campari,Alcohol,ALCOHOL
37,aperol,Alcohol,ALCOHOL
37,cointreau,Alcohol,ALCOHOL
37,triple_sec,Alcohol,ALCOHOL
37,curacao,Alcohol,ALCOHOL
37,limoncello,Alcohol,ALCOHOL
37,sambuca,Alcohol,ALCOHOL
37,advocaat,Alcohol,ALCOHOL
37,anisette,Alcohol,ALCOHOL
37,pimms,Alcohol,ALCOHOL
37,southern_comfort,Alcohol,ALCOHOL
37,tia_maria,Alcohol,ALCOHOL
37,st_germain,Alcohol,ALCOHOL
37,elderflower_liqueur,Alcohol,ALCOHOL
37,praline_liqueur,Alcohol,ALCOHOL
37,applejack,Alcohol,ALCOHOL
37,liqueur,Alcohol,ALCOHOL
37,liquor,Alcohol,ALCOHOL
37,spirit,Alcohol,ALCOHOL
37,lager,Alcohol,ALCOHOL
37,ale,Alcohol,ALCOHOL
37,porter,Alcohol,ALCOHOL
37,stout,Alcohol,ALCOHOL
37,pale_ale,Alcohol,ALCOHOL
37,prosecco,Alcohol,ALCOHOL
37,champagne,Alcohol,ALCOHOL
37,cava,Alcohol,ALCOHOL
37,sauterne,Alcohol,ALCOHOL
37,vin_santo,Alcohol,ALCOHOL
37,zinfandel,Alcohol,ALCOHOL
37,verjuice,Alcohol,ALCOHOL
37,verjus,Alcohol,ALCOHOL
38,spaghetti,Whole Grain,WHOLE_GRAIN
38,fettuccine,Whole Grain,WHOLE_GRAIN
38,linguine,Whole Grain,WHOLE_GRAIN
38,penne,Whole Grain,WHOLE_GRAIN
38,rigatoni,Whole Grain,WHOLE_GRAIN
38,farfalle,Whole Grain,WHOLE_GRAIN
38,fusilli,Whole Grain,WHOLE_GRAIN
38,orzo,Whole Grain,WHOLE_GRAIN
38,lasagna,Whole Grain,WHOLE_GRAIN
38,lasagne,Whole Grain,WHOLE_GRAIN
38,tagliatelle,Whole Grain,WHOLE_GRAIN
38,pappardelle,Whole Grain,WHOLE_GRAIN
38,bucatini,Whole Grain,WHOLE_GRAIN
38,perciatelli,Whole Grain,WHOLE_GRAIN
38,orecchiette,Whole Grain,WHOLE_GRAIN
38,radiatore,Whole Grain,WHOLE_GRAIN
38,rotini,Whole Grain,WHOLE_GRAIN
38,tubetti,Whole Grain,WHOLE_GRAIN
38,vermicelli,Whole Grain,WHOLE_GRAIN
38,spaghettini,Whole Grain,WHOLE_GRAIN
38,pastina,Whole Grain,WHOLE_GRAIN
38,tortellini,Whole Grain,WHOLE_GRAIN
38,ravioli,Whole Grain,WHOLE_GRAIN
38,gnocchi,Whole Grain,WHOLE_GRAIN
38,pierogies,Whole Grain,WHOLE_GRAIN
38,wonton,Whole Grain,WHOLE_GRAIN
38,noodle,Whole Grain,WHOLE_GRAIN
39,pie_crust,Bakery/Dessert/Snack,BAKERY
39,pie_shell,Bakery/Dessert/Snack,BAKERY
39,pastry_shell,Bakery/Dessert/Snack,BAKERY
39,tart_shell,Bakery/Dessert/Snack,BAKERY
39,tart_crust,Bakery/Dessert/Snack,BAKERY
39,pastry_dough,Bakery/Dessert/Snack,BAKERY
39,puff_pastry,Bakery/Dessert/Snack,BAKERY
39,phyllo,Bakery/Dessert/Snack,BAKERY
39,phyilo,Bakery/Dessert/Snack,BAKERY
39,pastry_crust,Bakery/Dessert/Snack,BAKERY
39,pie_dough,Bakery/Dessert/Snack,BAKERY
39,pizza_dough,Bakery/Dessert/Snack,BAKERY
39,pizza_crust,Bakery/Dessert/Snack,BAKERY
39,biscuit_dough,Bakery/Dessert/Snack,BAKERY
39,crescent_dough,Bakery/Dessert/Snack,BAKERY
39,croissant_dough,Bakery/Dessert/Snack,BAKERY
39,pate_brisee,Bakery/Dessert/Snack,BAKERY
39,shortcrust,Bakery/Dessert/Snack,BAKERY
39,graham_cracker_crust,Bakery/Dessert/Snack,BAKERY
39,cookie_crust,Bakery/Dessert/Snack,BAKERY
39,oreo_crust,Bakery/Dessert/Snack,BAKERY
39,prebaked_crust,Bakery/Dessert/Snack,BAKERY
39,unbaked_crust,Bakery/Dessert/Snack,BAKERY
40,cookie,Bakery/Dessert/Snack,BAKERY
40,cooky,Bakery/Dessert/Snack,BAKERY
40,cracker,Bakery/Dessert/Snack,BAKERY
40,biscuit,Bakery/Dessert/Snack,BAKERY
40,muffin,Bakery/Dessert/Snack,BAKERY
40,scone,Bakery/Dessert/Snack,BAKERY
40,brownie,Bakery/Dessert/Snack,BAKERY
40,cake,Bakery/Dessert/Snack,BAKERY
40,cupcake,Bakery/Dessert/Snack,BAKERY
40,donut,Bakery/Dessert/Snack,BAKERY
40,wafer,Bakery/Dessert/Snack,BAKERY
40,pretzel,Bakery/Dessert/Snack,BAKERY
40,chip,Bakery/Dessert/Snack,BAKERY
40,crisp,Bakery/Dessert/Snack,BAKERY
40,crouton,Bakery/Dessert/Snack,BAKERY
40,panettone,Bakery/Dessert/Snack,BAKERY
40,croissant,Bakery/Dessert/Snack,BAKERY
40,churro,Bakery/Dessert/Snack,BAKERY
40,shortbread,Bakery/Dessert/Snack,BAKERY
40,shortcake,Bakery/Dessert/Snack,BAKERY
40,poundcake,Bakery/Dessert/Snack,BAKERY
40,praline,Bakery/Dessert/Snack,BAKERY
40,marshmallow,Bakery/Dessert/Snack,BAKERY
40,nonpareil,Bakery/Dessert/Snack,BAKERY
40,amaretti,Bakery/Dessert/Snack,BAKERY
40,biscotti,Bakery/Dessert/Snack,BAKERY
40,meringue,Bakery/Dessert/Snack,BAKERY
40,profiterole,Bakery/Dessert/Snack,BAKERY
40,toast,Bakery/Dessert/Snack,BAKERY
40,ritz,Bakery/Dessert/Snack,BAKERY
40,saltine,Bakery/Dessert/Snack,BAKERY
40,triscuit,Bakery/Dessert/Snack,BAKERY
41,ice_cream,Bakery/Dessert/Snack,BAKERY
41,gelato,Bakery/Dessert/Snack,BAKERY
41,sorbet,Bakery/Dessert/Snack,BAKERY
41,sherbet,Bakery/Dessert/Snack,BAKERY
41,frozen_yogurt,Bakery/Dessert/Snack,BAKERY
41,whipped_topping,Bakery/Dessert/Snack,BAKERY
41,whipped_cream,Bakery/Dessert/Snack,BAKERY
41,custard,Bakery/Dessert/Snack,BAKERY
41,pudding,Bakery/Dessert/Snack,BAKERY
41,frosting,Bakery/Dessert/Snack,BAKERY
41,glaze,Bakery/Dessert/Snack,BAKERY
41,ganache,Bakery/Dessert/Snack,BAKERY
41,toffee,Bakery/Dessert/Snack,BAKERY
41,caramel,Bakery/Dessert/Snack,BAKERY
41,butterscotch,Bakery/Dessert/Snack,BAKERY
41,fudge,Bakery/Dessert/Snack,BAKERY
41,truffle_chocolate,Bakery/Dessert/Snack,BAKERY
42,salami,Meat,MEAT
42,pepperoni,Meat,MEAT
42,prosciutto,Meat,MEAT
42,mortadella,Meat,MEAT
42,pancetta,Meat,MEAT
42,coppa,Meat,MEAT
42,capicola,Meat,MEAT
42,soppressata,Meat,MEAT
42,sopressata,Meat,MEAT
42,chorizo,Meat,MEAT
42,chourico,Meat,MEAT
42,kielbasa,Meat,MEAT
42,bratwurst,Meat,MEAT
42,frankfurter,Meat,MEAT
42,hot_dog,Meat,MEAT
42,bologna,Meat,MEAT
42,spam,Meat,MEAT
42,pastrami,Meat,MEAT
42,corned_beef,Meat,MEAT
42,tasso,Meat,MEAT
42,speck,Meat,MEAT
42,guanciale,Meat,MEAT
42,andouille,Meat,MEAT
42,lardons,Meat,MEAT
42,beef_jerky,Meat,MEAT
42,jerky,Meat,MEAT
43,roast,Meat,MEAT
43,rib,Meat,MEAT
43,sirloin,Meat,MEAT
43,tenderloin,Meat,MEAT
43,brisket,Meat,MEAT
43,chuck,Meat,MEAT
43,flank,Meat,MEAT
43,loin,Meat,MEAT
43,chop,Meat,MEAT
43,shank,Meat,MEAT
43,oxtail,Meat,MEAT
43,tripe,Meat,MEAT
43,sweetbread,Meat,MEAT
43,liver,Meat,MEAT
43,kidney,Meat,MEAT
43,heart,Meat,MEAT
43,tongue,Meat,MEAT
43,pigs_foot,Meat,MEAT
43,pig,Meat,MEAT
43,suckling_pig,Meat,MEAT
43,spareribs,Meat,MEAT
43,sparerib,Meat,MEAT
43,pig_trotter,Meat,MEAT
44,hen,Meat,MEAT
44,cornish_hen,Meat,MEAT
44,rock_cornish,Meat,MEAT
44,pheasant,Meat,MEAT
44,quail,Meat,MEAT
44,pigeon,Meat,MEAT
44,goose,Meat,MEAT
44,game_bird,Meat,MEAT
45,snapper,Seafood,SEAFOOD
45,grouper,Seafood,SEAFOOD
45,flounder,Seafood,SEAFOOD
45,sole,Seafood,SEAFOOD
45,perch,Seafood,SEAFOOD
45,pike,Seafood,SEAFOOD
45,walleye,Seafood,SEAFOOD
45,rockfish,Seafood,SEAFOOD
45,sea_bass,Seafood,SEAFOOD
45,striped_bass,Seafood,SEAFOOD
45,bluefish,Seafood,SEAFOOD
45,mackerel,Seafood,SEAFOOD
45,arctic_char,Seafood,SEAFOOD
45,sturgeon,Seafood,SEAFOOD
45,swordfish,Seafood,SEAFOOD
45,monkfish,Seafood,SEAFOOD
45,skate,Seafood,SEAFOOD
45,sea_bream,Seafood,SEAFOOD
45,ahi,Seafood,SEAFOOD
45,yellowtail,Seafood,SEAFOOD
45,wahoo,Seafood,SEAFOOD
45,mahi_mahi,Seafood,SEAFOOD
45,clam,Seafood,SEAFOOD
45,quahog,Seafood,SEAFOOD
45,mussel,Seafood,SEAFOOD
45,oyster,Seafood,SEAFOOD
45,scallop,Seafood,SEAFOOD
45,scampi,Seafood,SEAFOOD
45,surimi,Seafood,SEAFOOD
45,tobiko,Seafood,SEAFOOD
45,tarama,Seafood,SEAFOOD
46,soymilk,Dairy Soft,DAIRY_SOFT
46,soy_milk,Dairy Soft,DAIRY_SOFT
46,oat_milk,Dairy Soft,DAIRY_SOFT
46,almond_milk,Dairy Soft,DAIRY_SOFT
46,rice_milk,Dairy Soft,DAIRY_SOFT
46,coconut_milk,Dairy Soft,DAIRY_SOFT
46,cashew_milk,Dairy Soft,DAIRY_SOFT
46,hemp_milk,Dairy Soft,DAIRY_SOFT
46,yoghurt,Dairy Soft,DAIRY_SOFT
46,natural_yoghurt,Dairy Soft,DAIRY_SOFT
46,raita,Dairy Soft,DAIRY_SOFT
46,panir,Dairy Soft,DAIRY_SOFT
46,queso_fresco,Dairy Soft,DAIRY_SOFT
46,queso_blanco,Dairy Soft,DAIRY_SOFT
46,talleggio,Dairy Soft,DAIRY_SOFT
46,parmigiano,Dairy Soft,DAIRY_SOFT
46,halloumi,Dairy Soft,DAIRY_SOFT
46,labneh,Dairy Soft,DAIRY_SOFT
46,skyr,Dairy Soft,DAIRY_SOFT
46,kefir,Dairy Soft,DAIRY_SOFT
47,nori,Plant/Vegetable,PLANT_VEG
47,wakame,Plant/Vegetable,PLANT_VEG
